212.63,0
212.64,1.17
212.64,2.35
212.64,3.52
212.64,4.69
212.62,5.86
212.61,7.04
212.61,8.210000000000001
212.6,9.380000000000001
212.6,10.56
212.59,11.73
212.58,12.9
212.57,14.07
212.57,15.25
212.56,16.42
212.55,17.59
212.54,18.77
212.53,19.94
212.52,21.11
212.5,22.28
212.49,23.46
212.47,24.63
212.46,25.8
212.45,26.98
212.44,28.15
212.42,29.32
212.41,30.49
212.39,31.67
212.37,32.84
212.35,34.01
212.33,35.19
212.31,36.36
212.29,37.53
212.27,38.7
212.25,39.88
212.23,41.05
212.2,42.22
212.18,43.4
212.16,44.57
212.14,45.74
212.11,46.91
212.09,48.09
212.06,49.26
212.04,50.43
212.02,51.61
211.99,52.78
211.97,53.95
211.95,55.12
211.92,56.3
211.89,57.47
211.86,58.64
211.83,59.82
211.8,60.99
211.77,62.16
211.74,63.33
211.71,64.51000000000001
211.69,65.68000000000001
211.66,66.84999999999999
211.63,68.03
211.6,69.2
211.58,70.37
211.55,71.54000000000001
211.53,72.72
211.51,73.89
211.48,75.06
211.45,76.23999999999999
211.43,77.41
211.41,78.58
211.39,79.75
211.37,80.93000000000001
211.35,82.09999999999999
211.33,83.27
211.31,84.45
211.3,85.62
211.29,86.79000000000001
211.27,87.95999999999999
211.26,89.14
211.25,90.31
211.23,91.48
211.23,92.66
211.22,93.83
211.21,95.0
211.2,96.17
211.19,97.34999999999999
211.19,98.52
211.18,99.69
211.18,100.87
211.18,102.04
211.17,103.21
211.17,104.38
211.16,105.56
211.16,106.73
211.16,107.9
211.16,109.08
211.16,110.25
211.16,111.42
211.17,112.59
211.17,113.77
211.17,114.94
211.17,116.11
211.17,117.29
211.18,118.46
211.18,119.63
211.18,120.8
211.19,121.98
211.19,123.15
211.2,124.32
211.2,125.5
211.21,126.67
211.21,127.84
211.22,129.01
211.23,130.19
211.23,131.36
211.24,132.53
211.25,133.71
211.26,134.88
211.27,136.05
211.27,137.22
211.28,138.4
211.29,139.57
211.31,140.74
211.32,141.92
211.33,143.09
211.34,144.26
211.35,145.43
211.37,146.61
211.38,147.78
211.39,148.95
211.4,150.13
211.41,151.3
211.43,152.47
211.44,153.64
211.45,154.82
211.46,155.99
211.47,157.16
211.49,158.34
211.5,159.51
211.51,160.68
211.52,161.85
211.53,163.03
211.55,164.2
211.56,165.37
211.57,166.55
211.58,167.72
211.59,168.89
211.6,170.06
211.61,171.24
211.62,172.41
211.64,173.58
211.64,174.76
211.66,175.93
211.67,177.1
211.68,178.27
211.69,179.45
211.7,180.62
0,175.47
-1.17,175.45
-2.35,175.42
-3.52,175.42
-4.69,175.45
-5.86,175.35
-7.04,175.22
-8.210000000000001,175.11
-9.380000000000001,174.96
-10.56,174.79
-11.73,174.62
-12.9,174.39
-14.07,174.16
-15.25,173.92
-16.42,173.67
-17.59,173.49
-18.77,173.24
-19.94,173.0
-21.11,172.75
-22.28,172.51
-23.46,172.26
-24.63,172.08
-25.8,171.83
-26.98,171.58
-28.15,171.32
-29.32,171.07
-30.49,170.89
-31.67,170.63
-32.84,170.38
-34.01,170.13
-35.19,169.88
-36.36,169.62
-37.53,169.36
-38.7,169.1
-39.88,168.85
-41.05,168.59
-42.22,168.33
-43.4,168.14
-44.57,167.87
-45.74,167.62
-46.91,167.36
-48.09,167.1
-49.26,166.84
-50.43,166.58
-51.61,166.32
-52.78,166.05
-53.95,165.79
-55.12,165.59
-56.3,165.25
-57.47,165.05
-58.64,164.78
-59.82,164.58
-60.99,164.75
-62.16,165.36
-63.33,166.0
-64.51000000000001,166.8
-65.68000000000001,167.47
-66.84999999999999,168.15
_
-86.79000000000001,414.36
-87.95999999999999,414.36
-89.14,414.43
-90.31,414.69
-91.48,415.12
-92.66,415.54
-93.83,416.25
-95.0,416.84
-96.17,417.65
-97.34999999999999,418.48
-98.52,419.09
-99.69,419.91
-100.87,420.54
-102.04,421.38
-103.21,422.19
-104.38,422.8
-105.56,423.64
-106.73,424.25
-107.9,425.08
-109.08,425.67
-110.25,426.52
-111.42,427.12
-112.59,427.95
-113.77,428.76
-114.94,427.97
-116.11,426.16
-117.29,424.64
-118.46,422.93
-119.63,421.64
-120.8,419.96
-121.98,418.66
-123.15,416.99
-124.32,415.28
-125.5,414.07
-126.67,412.4
-127.84,411.07
-129.01,411.84
-130.19,438.44
_
-148.95,422.47
-150.13,422.39
-151.3,422.32
-152.47,422.28
-153.64,422.34
-154.82,422.48
-155.99,422.59
-157.16,422.76
-158.34,422.91
-159.51,423.08
-160.68,423.24
-161.85,423.41
-163.03,423.59
-164.2,423.77
-165.37,423.95
-166.55,424.11
-167.72,424.27
-168.89,424.43
-170.06,424.59
-171.24,424.75
-172.41,424.9
-173.58,425.05
-174.76,425.21
-175.93,425.36
-177.1,425.52
-178.27,425.67
-179.45,425.82
-180.62,425.98
-181.79,426.13
-182.97,426.29
-184.14,426.45
-185.31,426.6
-186.48,426.75
-187.66,426.9
-188.83,427.06
-190.0,427.26
-191.18,427.41
-192.35,427.57
-193.52,427.73
-194.69,427.89
-195.87,428.04
-197.04,428.2
-198.21,428.35
-199.39,428.5
-200.56,428.66
-201.73,428.81
-202.9,428.96
-204.08,429.12
-205.25,429.27
-206.42,429.42
-207.6,429.57
-208.77,429.73
-209.94,429.89
-211.12,430.04
-212.29,430.2
-213.46,430.35
-214.63,430.5
-215.81,430.66
-216.98,430.81
-218.15,430.97
-219.33,431.13
-220.5,431.33
-221.67,431.49
-222.84,431.64
-224.02,431.8
-225.19,431.96
-226.36,432.1
-227.54,432.27
-228.71,432.42
-229.88,432.57
-231.05,432.72
-232.23,432.87
-233.4,433.02
-234.57,433.18
-235.75,433.34
-236.92,433.49
-238.09,433.64
-239.26,433.8
-240.44,433.95
-241.61,434.1
-242.78,434.26
-243.96,434.41
-245.13,434.62
-246.3,434.77
-247.47,434.93
-248.65,435.08
-249.82,435.23
-250.99,435.39
-252.17,435.54
-253.34,435.69
-254.51,435.85
-255.68,436.01
-256.86,436.16
-258.03,436.31
-259.2,436.52
-260.38,436.63
-261.55,436.79
-262.72,436.98
-263.89,437.09
-265.07,437.29
-266.24,437.44
-267.41,437.59
-268.59,437.74
-269.76,437.89
-270.93,438.04
-272.1,438.19
-273.28,438.33
-274.45,438.48
-275.62,438.63
-276.8,438.78
-277.97,438.93
-279.14,439.08
-280.31,439.23
-281.49,439.38
-282.66,439.54
-283.83,439.69
-285.01,439.84
-286.18,439.99
-287.35,440.14
-288.52,440.29
-289.7,440.44
-290.87,440.59
-292.04,440.74
-293.22,440.95
-294.39,441.05
-295.56,441.21
-296.73,441.36
-297.91,441.51
-299.08,441.67
-300.25,441.86
-301.43,442.02
-302.6,442.17
-303.77,442.32
-304.94,442.47
-306.12,442.62
-307.29,442.77
-308.46,442.92
-309.64,443.07
-310.81,443.22
-311.98,443.37
-313.15,443.52
-314.33,443.67
-315.5,443.81
-316.67,443.95
-317.85,444.1
-319.02,444.25
-320.19,444.39
-321.36,444.54
-322.54,444.73
-323.71,444.87
-324.88,445.02
-326.06,445.17
-327.23,445.31
-328.4,445.46
-329.57,445.6
-330.75,445.75
-331.92,445.9
-333.09,446.05
-334.27,446.19
-335.44,446.34
-336.61,446.48
-337.78,446.63
-338.96,446.78
-340.13,446.92
-341.3,447.07
-342.48,447.22
-343.65,447.37
-344.82,447.51
-345.99,447.66
-347.17,447.8
-348.34,447.95
-349.51,448.15
-350.69,448.25
-351.86,448.4
-353.03,448.59
-354.2,448.74
-355.38,448.9
-356.55,449.0
-357.72,449.14
-358.9,449.3
-360.07,449.45
-361.24,449.61
-362.41,449.76
-363.59,449.97
-364.76,450.11
-365.93,450.27
-367.11,450.42
-368.28,450.57
-369.45,450.73
-370.62,450.88
-371.8,451.03
-372.97,451.19
-374.14,451.34
-375.32,451.49
-376.49,451.64
-377.66,451.79
-378.83,451.94
-380.01,452.09
-381.18,452.25
-382.35,452.4
-383.53,452.55
-384.7,452.7
-385.87,452.85
-387.04,453.06
-388.22,453.21
-389.39,453.37
-390.56,453.52
-391.74,453.68
-392.91,453.83
-394.08,454.0
-395.25,454.16
-396.43,454.31
-397.6,454.47
-398.77,454.63
-399.95,454.79
-401.12,454.95
-402.29,455.11
-403.46,455.27
-404.64,455.43
-405.81,455.59
-406.98,455.75
-408.16,455.91
-409.33,456.08
-410.5,456.24
-411.67,456.4
-412.85,456.57
-414.02,456.74
-415.19,456.9
-416.37,457.06
-417.54,457.23
-418.71,457.45
-419.88,457.61
-421.06,457.72
-422.23,457.95
-423.4,458.12
-424.58,458.28
-425.75,458.45
-426.92,458.61
-428.09,458.78
-429.27,458.95
-430.44,459.12
-431.61,459.29
-432.79,459.45
-433.96,459.62
-435.13,459.79
-436.3,459.96
-437.48,460.14
-438.65,460.3
-439.82,460.47
-441.0,460.64
-442.17,460.82
-443.34,460.99
-444.51,461.16
-445.69,461.33
-446.86,461.56
-448.03,461.73
-449.21,461.91
-450.38,462.08
-451.55,462.26
-452.72,462.43
-453.9,462.6
-455.07,462.78
-456.24,462.95
-457.42,463.12
-458.59,463.29
-459.76,463.46
-460.93,463.64
-462.11,463.81
-463.28,463.98
-464.45,464.15
-465.63,464.37
-466.8,464.54
-467.97,464.7
-469.14,464.88
-470.32,465.04
-471.49,465.21
-472.66,465.37
-473.84,465.54
-475.01,465.7
-476.18,465.86
-477.35,466.03
-478.53,466.19
-479.7,466.35
-480.87,466.51
-482.05,466.68
-483.22,466.88
-484.39,467.0
-485.56,467.15
-486.74,467.31
-487.91,467.52
-489.08,467.63
-490.26,467.84
-491.43,468.01
-492.6,468.16
-493.77,468.32
-494.95,468.48
-496.12,468.64
-497.29,468.81
-498.47,468.97
-499.64,469.13
-500.81,469.29
-501.98,469.5
-503.16,469.61
-504.33,469.77
-505.5,469.93
-506.68,470.1
-507.85,470.26
-509.02,470.42
-510.19,470.58
-511.37,470.75
-512.54,470.96
-513.71,471.07
-514.89,471.23
-516.0599999999999,471.44
-517.23,471.6
-518.4,471.75
-519.58,471.92
-520.75,472.07
-521.92,472.23
-523.1,472.39
-524.27,472.55
-525.4400000000001,472.7
-526.61,472.86
-527.79,473.02
-528.96,473.17
-530.13,473.33
-531.3099999999999,473.48
-532.48,473.63
-533.65,473.79
-534.8200000000001,473.95
-536.0,474.15
-537.17,474.31
-538.34,474.46
-539.52,474.61
-540.6900000000001,474.76
-541.86,474.91
-543.03,475.06
-544.21,475.21
-545.38,475.36
-546.55,475.51
-547.73,475.66
-548.9,475.81
-550.0700000000001,475.96
-551.24,476.11
-552.42,476.26
-553.59,476.4
-554.76,476.56
-555.9400000000001,476.71
-557.11,476.86
-558.28,477.06
-559.45,477.16
-556.33,409.33
-556.34,408.16
-556.3200000000001,406.98
-556.29,405.81
-556.25,404.64
-556.1900000000001,403.46
-556.13,402.29
-556.05,401.12
-555.98,399.95
